"Refid","Author","Title","Abstract","Accession Number","Art. no.","Article Number","Author Address","Author keywords","Author(s) id","Cited by","Comments","Custom 4","Custom 5","Database","Database Provider","Date","distiller_reference_created_date","distiller_reference_upload_date","Document type","DOI","Eid","Epub Date","File attachment","Index keywords","ISSN","Issue","Journal","Keywords","Label","Language","Legal Note","Level","Link","min_level","NIHMSID","Notes","Number","Open access","Original Publication","Page count","Page end","Page start","Pages","Place Published","PMCID","Publication stage","Publisher","Pubmed id","Rapidscreening","Research Notes","Secondary Author","Section","Short Title","Source","Source title","Translated Title","Type","Type of Work","URL","User","Volume","Year"
638,"Wakil, M. A., Sun, Y., Chan, E. H. W.","Co-flourishing: Intertwining community resilience and tourism development in destination communities","… community resilience in tourism development in the destination community. Accordingly, we propose a ‘co-flourishing’ framework integrating community resilience … community resilience, …",,,,,,,,,,,"GS Search 8",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Tourism Management Perspectives",,,,,,,,,"Cited By (since 2021): 28",,,,,,,,,,,,,,,,,"Co-flourishing: Intertwining community resilience and tourism development in destination communities",,,,JOUR,,"https://www.sciencedirect.com/science/article/pii/S2211973621000167 https://ira.lib.polyu.edu.hk/bitstream/10397/97520/1/Wakil_Co-Flourishing_Intertwining_Community.pdf",,,2021
639,"Wang, G., Zhang, K.","Turning peril into opportunity: Construction and validation of a resilience assessment system for China's coastal megacities","… , they are also facing overall risks, such as industrial agglomeration and carbon emissions, population mobility and infectious diseases, climate change and environmental pollution, and …",,,,,,,,,,,"GS Search 8",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Sustainable Cities and Society",,,,,,,,,,,,,,,,,,,,,,,,,,"Turning peril into opportunity: Construction and validation of a resilience assessment system for China's coastal megacities",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2210670724004311,,,2024
640,"Wesley, A. M.","Measuring Community Resilience to Disaster","… of geography’s conceptual model of population disaster … , utilizing indicators of community resilience that not only … help bring the study of community resilience in geography up to speed …",,,,,,,,,,,"GS Search 8",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,,"Query date: 2024-09-27 12:09:19",,,,,,,,,,search.proquest.com,,,,,,"Measuring Community Resilience to Disaster",,,,BOOK,,"https://search.proquest.com/openview/d63ef1649f6338f881e1d86966265b67/1?pq-origsite=gscholar&cbl=18750 https://core.ac.uk/download/pdf/62780750.pdf",,,2014
641,"Wilson, Geoff A.","Community resilience: path dependency, lock-in effects and transitional ruptures","… within communities, eg local pollution) and exogenous causes (… paper proposes that community resilience and vulnerability … Figure 3 shows a conceptual model of how this intertwining …",,,,,,,,,,,"GS Search 8",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.1080/09640568.2012.741519,,,,,"0964-0568 1360-0559",1,"Journal of Environmental Planning and Management",,,,,,,,,"Cited By (since 2014): 256",,,,,,,1-26,,,,,,,,,1,"Community resilience: path dependency, lock-in effects and transitional ruptures",,,,JOUR,,https://www.tandfonline.com/doi/abs/10.1080/09640568.2012.741519,,57,2013
642,"Xu, Li, Marinova, Dora, Guo, Xiumei","Resilience thinking: a renewed system approach for sustainability science","… pollution from their lands, if they can afford to leave wetlands undisturbed; public support for controlling pollution; … The widely applied conceptual model for measuring resilience is …",,,,,,,,,,,"GS Search 8",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.1007/s11625-014-0274-4,,,,,"1862-4065 1862-4057",1,"Sustainability Science",,,,,,,,,"Cited By (since 2015): 213",,,,,,,123-138,,,,,,,,,123,"Resilience thinking: a renewed system approach for sustainability science",,,,JOUR,,"https://link.springer.com/article/10.1007/s11625-014-0274-4 https://espace.curtin.edu.au/bitstream/handle/20.500.11937/1707/238143_Xu,%20Li%202015.pdf?sequence=2#page=106",,10,2014
643,"Yan, Y.","Every Cloud Has a Silver Lining: How Residents in Flood-Prone Areas in China Cope and Cultivate Community Resilience in the Post-Crisis Stage","… on community resilience by tripling the explained variance of perceived community resilience … This dissertation also advances crisis communication research on community resilience by …",,,,,,,,,,,"GS Search 8",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,,"Query date: 2024-09-27 12:09:19",,,,,,,,,,search.proquest.com,,,,,,"Every Cloud Has a Silver Lining: How Residents in Flood-Prone Areas in China Cope and Cultivate Community Resilience in the Post-Crisis Stage",,,,BOOK,,https://search.proquest.com/openview/3e02d941b1384cdd33c94db77162ade1/1?pq-origsite=gscholar&cbl=18750&diss=y,,,2023
644,"Yang, E., Kim, J., Gibson, H. J., Thapa, B.","The impact of resilience on community variations in the relationships between tourism and quality of life","… of community resilience and quality of life to support sustainable development. We examined how community resilience … between tourism sectors, community resilience, and community …",,,,,,,,,,,"GS Search 8",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Journal of Destination Marketing & …",,,,,,,,,,,,,,,,,,,,,,,,,,"The impact of resilience on community variations in the relationships between tourism and quality of life",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2212571X24000763,,,2024
645,"Amore, A., Prayag, G., Hall, C. M.","Conceptualizing destination resilience from a multilevel perspective","… growth strategies may be perceived as generating positive externalities, but in the longer term the impacts of growth strategies through such markers as overcrowding, localized pollution…",,,,,,,,,,,"GS Search 8b",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Tourism Review International",,,,,,,,,"Cited By (since 2018): 130",,,,,,,,,,,,,,,,,"Conceptualizing destination resilience from a multilevel perspective",,,,JOUR,,"https://www.ingentaconnect.com/content/cog/tri/2018/00000022/f0020003/art00007 https://www.ingentaconnect.com/contentone/cog/tri/2018/00000022/f0020003/art00007?crawler=true&mimetype=application/pdf",,,2018
646,"Abdolshanejad, M., Khosravi, H., Samani, A. Nazari","Assessment of Risk and Heterogenous Vulnerability to Dust: The Combination of Spatial Modeling and Questionnaire Survey","… air pollution of satellite data can be applied as a reliable basis … Even though the conceptual model of the current research … Community vulnerability assessment index for flood prone …",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Available at SSRN …",,,,,,,,,,,,,,,,,,,,,,,,,,"Assessment of Risk and Heterogenous Vulnerability to Dust: The Combination of Spatial Modeling and Questionnaire Survey",,,,JOUR,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4527925,,,
647,"Abdolshanejad, M., Khosravi, H., Samani, A. N.","Mapping dust risk under heterogenous vulnerability to dust: The combination of spatial modelling and questionnaire survey","… For this reason, this study provides a conceptual model based on Structural Equation … observed PM10 data from Ahvaz County air pollution monitoring stations. Land use mapping was …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"International Journal of …",,,,,,,,,"Cited By (since 2024): 1",,,,,,,,,,,,,,,,,"Mapping dust risk under heterogenous vulnerability to dust: The combination of spatial modelling and questionnaire survey",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2212420924003261,,,2024
648,"Adams, R. M.","Disabilities and Disasters: How Social Cognitive and Community Factors Influence Preparedness Among People with Disabilities","… Both the SVI and HPI are multi-component indexes that rank census tracts using publically available measures of community vulnerability and advantage, such as neighborhood, …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,"Cited By (since 2018): 1",,,,,,,,,,,,,,,,,"Disabilities and Disasters: How Social Cognitive and Community Factors Influence Preparedness Among People with Disabilities",,,,JOUR,,https://escholarship.org/uc/item/79n1z22m,,,2018
649,"Allen, T. R., McLeod, G., Richter, H.","Digitally Twinning Coastal Resilience Via Multsensor Imagery, in Situ Sensors, and Geospatial Analysis","… Conceptual model of the digital twin for coastal public health. Community vulnerability … physical environmental conditions such as storm water pollution, toxic substances, and hazardous …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"IGARSS 2022-2022 …",,,,,,,,,"Cited By (since 2022): 2",,,,,,,,,,,,,,,,,"Digitally Twinning Coastal Resilience Via Multsensor Imagery, in Situ Sensors, and Geospatial Analysis",,,,JOUR,,https://ieeexplore.ieee.org/abstract/document/9883133/,,,2022
650,"Baker, Erin, Carley, Sanya, Castellanos, Sergio, Nock, Destenie, Bozeman, Joe F., Konisky, David, Monyei, Chukwuka G., Shah, Monisha, Sovacool, Benjamin","Metrics for Decision-Making in Energy Justice","… particulate air pollution (1) and other criteria air pollutants (2) … to improved well-being and reduced community vulnerability. … by a transparent conceptual model; a documented …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.1146/annurev-environ-112621-063400,,,,,"1543-5938 1545-2050",1,"Annual Review of Environment and Resources",,,,,,,,,"Cited By (since 2023): 21",,,,,,,737-760,,,,,,,,,737,"Metrics for Decision-Making in Energy Justice",,,,JOUR,,"https://www.annualreviews.org/content/journals/10.1146/annurev-environ-112621-063400 https://www.annualreviews.org/doi/full/10.1146/annurev-environ-112621-063400",,48,2023
651,"Bansah, K. J., Acquah, P. J., Boafo, A.","Land, water, and forest degradation in artisanal and small-scale mining: Implications for environmental sustainability and community wellbeing","… pollution causes food insecurity and loss of livelihoods to increase community vulnerability. … Our findings from this conceptual model are that uncontrolled ASM undermines ecosystem …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Resources Policy",,,,,,,,,"Cited By (since 2024): 2",,,,,,,,,,,,,,,,,"Land, water, and forest degradation in artisanal and small-scale mining: Implications for environmental sustainability and community wellbeing",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0301420724001624,,,2024
652,"Bauer, T., Jong, W. de, Ingram, V., Arts, B., Pacheco, P.","Thriving in turbulent times: Livelihood resilience and vulnerability assessment of Bolivian Indigenous forest households","… Gold mining in the Tuichi river is expected to worsen contamination in the Beni river and … strategy is not recommended for communities in contaminated areas (such as Buena Vista). …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Land Use Policy",,,,,,,,,"Cited By (since 2022): 27",,,,,,,,,,,,,,,,,"Thriving in turbulent times: Livelihood resilience and vulnerability assessment of Bolivian Indigenous forest households",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0264837722001739,,,2022
653,"Billiot, S., Beltrán, R., Brown, D., Mitchell, F. M.","Indigenous perspectives for strengthening social responses to global environmental changes: A response to the social work grand challenge on environmental …","… ), and 3) ongoing exploitation and contamination of Indigenous lands … conceptual model did not involve human subject research). … Community vulnerability to the health effects of climate …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.4324/9781003347392-9/indigenous-perspectives-strengthening-social-responses-global-environmental-changes-response-social-work-grand-challenge-environmental-change-shanondora-billiot-ramona-beltr%C3%A1n-danica-brown-felicia-mitchell-angela-fernandez,,,,,,,"Ecosocial Work in …",,,,,,,,,"Cited By (since 2022): 52",,,,,,,,,,,,,,,,,"Indigenous perspectives for strengthening social responses to global environmental changes: A response to the social work grand challenge on environmental …",,,,JOUR,,"https://www.taylorfrancis.com/chapters/edit/10.4324/9781003347392-9/indigenous-perspectives-strengthening-social-responses-global-environmental-changes-response-social-work-grand-challenge-environmental-change-shanondora-billiot-ramona-beltr%C3%A1n-danica-brown-felicia-mitchell-angela-fernandez https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7531751/",,,2022
654,"Breslow, S. H., Levin, D., Norman, P., Poe, K., Thomson, M.","Human dimensions of the CCIEA: a summary of concepts, methods, indicators, and assessments","… indicators, community vulnerability indices highlight both … systems, pollution levels, fish stock health and management, … We have developed a conceptual model of human wellbeing …",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,"Cited By (since 2014): 7","Query date: 2024-09-27 12:14:57",,,,,,,,,,repository.library.noaa.gov,,,,,,"Human dimensions of the CCIEA: a summary of concepts, methods, indicators, and assessments",,,,BOOK,,"https://repository.library.noaa.gov/view/noaa/44158 https://repository.library.noaa.gov/view/noaa/44158/noaa_44158_DS1.pdf",,,2014
655,"Burleson, D. W.","Modeling Vulnerability of a Highly Industrialize Estuary to Storm Surge with a Coupled ADCIRC, SWAN, and EFDC System","… to simulate the relative amount of pollution that would reach an open … relative to peak surge on pollution extent and mass released to … A schematic of the conceptual model developed for …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,"Cited By (since 2015): 3",,,,,,,,,,,,,,,,,"Modeling Vulnerability of a Highly Industrialize Estuary to Storm Surge with a Coupled ADCIRC, SWAN, and EFDC System",,,,JOUR,,https://uh-ir.tdl.org/bitstream/10657/3668/1/BURLESON-DISSERTATION-2015.pdf,,,2015
656,"Cains, M. G.","Integrating Climate Change Vulnerability, Risk, and Resilience for Place-Based Assessment of Socio-Ecological Systems: Charleston Harbor Watershed, SC …","Understanding and planning for climate change is a complex systems problem that is interdisciplinary and requires place-based and impact-specific management practices for …",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,"Cited By (since 2021): 4","Query date: 2024-09-27 12:14:57",,,,,,,,,,search.proquest.com,,,,,,"Integrating Climate Change Vulnerability, Risk, and Resilience for Place-Based Assessment of Socio-Ecological Systems: Charleston Harbor Watershed, SC …",,,,BOOK,,https://search.proquest.com/openview/5ab711e34845f9045fb16108af3741f7/1?pq-origsite=gscholar&cbl=18750&diss=y,,,2021
657,"Clay, Patricia M., Howard, Jennifer, Busch, D. Shallin, Colburn, Lisa L., Himes-Cornell, Amber, Rumrill, Steven S., Zador, Stephani G., Griffis, Roger B.","Ocean and coastal indicators: understanding and coping with climate change at the land-sea interface","… exploitation of natural resources, pollution, and land use changes … to develop a conceptual model, make recommendations for … Here, we define a conceptual model for indicator selection …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.1007/s10584-020-02940-x,,,,,"0165-0009 1573-1480",4,"Climatic Change",,,,,,,,,"Cited By (since 2020): 13",,,,,,,1773-1793,,,,,,,,,1773,"Ocean and coastal indicators: understanding and coping with climate change at the land-sea interface",,,,JOUR,,"https://link.springer.com/article/10.1007/s10584-020-02940-x https://repository.library.noaa.gov/view/noaa/50504/noaa_50504_DS1.pdf",,163,2020
658,"Courtney, K.","Mapping the Landscape of Wildfire Risk Mitigation: Understanding the Links Between Equity, Community Assets, Capacities, and Collaboration","… By operationalizing a conceptual model of capacity (Paveglio et al. 2015), we highlight the … Geo-spatial assessment of community vulnerability to flood along the Ravi River, Ravi Town…",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,,"Query date: 2024-09-27 12:14:57",,,,,,,,,,search.proquest.com,,,,,,"Mapping the Landscape of Wildfire Risk Mitigation: Understanding the Links Between Equity, Community Assets, Capacities, and Collaboration",,,,BOOK,,"https://search.proquest.com/openview/64fe56dbbb1258fa7df1ddc85c26b7c5/1?pq-origsite=gscholar&cbl=18750&diss=y https://mountainscholar.org/bitstreams/aad6c9c4-5ea5-4d9b-a51f-20921b49c6e4/download",,,2023
659,"Crosman, K. M., Petrou, E. L., Rudd, M. B.","Clam hunger and the changing ocean: characterizing social and ecological risks to the Quinault razor clam fishery using participatory modeling","… pollution, fishing, and coastal development. To answer this question, we used individual and group interviews to build a conceptual model … Community vulnerability is grounded in deep …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Ecology & …",,,,,,,,,"Cited By (since 2019): 26",,,,,,,,,,,,,,,,,"Clam hunger and the changing ocean: characterizing social and ecological risks to the Quinault razor clam fishery using participatory modeling",,,,JOUR,,https://www.researchgate.net/profile/Michael-Tillotson/publication/333154919_Clam_hunger_and_the_changing_ocean_characterizing_social_and_ecological_risks_to_the_Quinault_razor_clam_fishery_using_participatory_modeling/links/5cf550c392851c4dd026d317/Clam-hunger-and-the-changing-ocean-characterizing-social-and-ecological-risks-to-the-Quinault-razor-clam-fishery-using-participatory-modeling.pdf,,,2019
660,"Crosman, K. M., Petrou, E. L., Rudd, M. B., Tillotson, M. D.","Clam hunger and the changing ocean","… pollution, fishing, and coastal development. To answer this question, we used individual and group interviews to build a conceptual model … Community vulnerability is grounded in deep …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Ecology and Society",,,,,,,,,,,,,,,,,,,,,,,,,,"Clam hunger and the changing ocean",,,,JOUR,,https://www.jstor.org/stable/26796942,,,2019
661,"Demajorovic, J., Pisano, V.","Rethinking the social license to operate and community participation: The contribution of social impact assessment","… Looking to advance in that direction, this contribution proposes a conceptual model that … The research highlights the conflicts associated with pollution, benefit distribution, competition …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.4324/9781003001317-24,,,,,,,"Routledge Handbook of the Extractive …",,,,,,,,,"Cited By (since 2022): 3",,,,,,,,,,,,,,,,,"Rethinking the social license to operate and community participation: The contribution of social impact assessment",,,,JOUR,,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003001317-24/rethinking-social-license-operate-community-participation-jacques-demajorovic-viviane-pisano,,,2022
662,"DePiper, G. S., Gaichas, S. K., Lucey, S. M.","Operationalizing integrated ecosystem assessments within a multidisciplinary team: lessons learned from a worked example","… Here we define a conceptual model as a … in pollution and energy development suggests expertise in issues such as toxicology, ocean chemistry, energy economics, acoustic pollution, …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"ICES Journal of …",,,,,,,,,"Cited By (since 2017): 75",,,,,,,,,,,,,,,,,"Operationalizing integrated ecosystem assessments within a multidisciplinary team: lessons learned from a worked example",,,,JOUR,,"https://academic.oup.com/icesjms/article-abstract/74/8/2076/3094701 https://academic.oup.com/icesjms/article/74/8/2076/3094701",,,2017
663,"Drakes, O.","Local-scale social vulnerability to multiple hazards","The multihazard context of social vulnerability is important for understanding the full ramifications of human-environment interactions which produce disparate effects of disaster events. …",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,"Cited By (since 2021): 1","Query date: 2024-09-27 12:14:57",,,,,,,,,,search.proquest.com,,,,,,"Local-scale social vulnerability to multiple hazards",,,,BOOK,,"https://search.proquest.com/openview/b3731408a9af1706280b936fd49be8d5/1?pq-origsite=gscholar&cbl=18750&diss=y https://iro.uiowa.edu/view/pdfCoverPage?instCode=01IOWA_INST&filePid=13841201330002771&download=true",,,2021
664,"Gaichas, Sarah K., Seagraves, Richard J., Coakley, Jessica M., DePiper, Geret S., Guida, Vincent G., Hare, Jonathan A., Rago, Paul J., Wilberg, Michael J.","A Framework for Incorporating Species, Fleet, Habitat, and Climate Interactions into Fishery Management","… For example, a question centered on climate impacts to a particular species might start with a conceptual model of known climate and habitat … • Community vulnerability to climate factors …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.3389/fmars.2016.00105,,,,,2296-7745,,"Frontiers in Marine Science",,,,,,,,,"Cited By (since 2016): 50",,,,,,,,,,,,,,,,,"A Framework for Incorporating Species, Fleet, Habitat, and Climate Interactions into Fishery Management",,,,JOUR,,https://www.frontiersin.org/articles/10.3389/fmars.2016.00105/full,,3,2016
665,"Hidayat, A. S., Rajiani, I., Arisanty, D.","Sustainability of floodplain wetland fisheries of rural Indonesia: does culture enhance livelihood resilience?","… deforestation rates, and ongoing aquatic pollution and habitat degradation, the situation for … Community vulnerability is mostly high during changes in the water conditions of rivers/lakes…",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,Sustainability,,,,,,,,,"Cited By (since 2022): 50",,,,,,,,,,,,,,,,,"Sustainability of floodplain wetland fisheries of rural Indonesia: does culture enhance livelihood resilience?",,,,JOUR,,https://www.mdpi.com/2071-1050/14/21/14461,,,2022
666,"Hirschfeld, D., Lindquist, C. S., Cook, F., Warner, S.","Rising coastal groundwater as a result of sea-level rise will influence contaminated coastal sites and underground infrastructure","… We propose the use of a synthetic conceptual model (Figure 1) that includes critical 240 chemical and structural relationships affected by rising and increasingly saline groundwater. It …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.22541/essoar.168500245.55690018,,,,,,,"Authorea Preprints",,,,,,,,,,,,,,,,,,,,,,,,,,"Rising coastal groundwater as a result of sea-level rise will influence contaminated coastal sites and underground infrastructure",,,,JOUR,,"https://www.authorea.com/doi/full/10.22541/essoar.168500245.55690018 https://www.authorea.com/doi/pdf/10.22541/essoar.168500245.55690018",,,2023
667,"Holsman, Kirstin, Samhouri, Jameal, Cook, Geoffrey, Hazen, Elliott, Olsen, Erik, Dillard, Maria, Kasperski, Stephen, Gaichas, Sarah, Kelble, Christopher R., Fogarty, Mike, Andrews, Kelly","An ecosystem‐based approach to marine risk assessment","… Analytical approaches can range from a conceptual model constructed through expert … various human‐mediated pressures (habitat modification, pollution, climate). Scores of low to high …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.1002/ehs2.1256,,,,,"2096-4129 2332-8878",1,"Ecosystem Health and Sustainability",,,,,,,,,"Cited By (since 2017): 135",,,,,,,,,,,,,,,,,"An ecosystem‐based approach to marine risk assessment",,,,JOUR,,"https://spj.science.org/doi/abs/10.1002/ehs2.1256 https://spj.science.org/doi/pdf/10.1002/ehs2.1256?adobe_mc=MCMID%3D24000278418609464879081490540568399952%7CMCORGID%3D242B6472541199F70A4C98A6%2540AdobeOrg%7CTS%3D1672099200",,3,2017
668,"Hossain, Md Nazir, Paul, Shitangsu Kumar","Simulation of physical and socioeconomic factors of vulnerability to cyclones and storm surges using GIS: a case study","… This study provides a conceptual model for assessing and simulating vulnerability to other natural hazards like floods, droughts, riverbank erosions and so forth. This study highlights …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.1007/s10708-015-9668-9,,,,,"0343-2521 1572-9893",1,GeoJournal,,,,,,,,,"Cited By (since 2017): 25",,,,,,,23-41,,,,,,,,,23,"Simulation of physical and socioeconomic factors of vulnerability to cyclones and storm surges using GIS: a case study",,,,JOUR,,"https://link.springer.com/article/10.1007/s10708-015-9668-9 https://www.researchgate.net/profile/Md-Hossain-75/publication/323454479_Simulation_of_physical_and_socioeconomic_factors_of_vulnerability_to_cyclones_and_storm_surges_using_GIS_a_case_study/links/5a96d2cbaca27214056b208e/Simulation-of-physical-and-socioeconomic-factors-of-vulnerability-to-cyclones-and-storm-surges-using-GIS-a-case-study.pdf",,82,2015
669,"Kim, H., Marcouiller, D. W.","Urban vulnerability and resiliency to natural disasters: An integrative tourism planning perspective","… proactive planning, we develop a conceptual model of disaster loss factors that involves regional … Based on these diverse factors, we can assess the degree of community vulnerability to …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.4324/9781315572109-8,,,,,,,"Cities at Risk",,,,,,,,,"Cited By (since 2016): 7",,,,,,,,,,,,,,,,,"Urban vulnerability and resiliency to natural disasters: An integrative tourism planning perspective",,,,JOUR,,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315572109-8/urban-vulnerability-resiliency-natural-disasters-integrative-tourism-planning-perspective-hyun-kim-david-marcouiller,,,2016
670,"Lalancette, A., Charles, A.","Factors influencing hazard management by municipalities: The case of coastal communities","… Figure 1 illustrates our conceptual model of the relationship between risk perception, behavioural intention, organizational capacity, application of a formal management process for …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Global Environmental Change",,,,,,,,,"Cited By (since 2022): 16",,,,,,,,,,,,,,,,,"Factors influencing hazard management by municipalities: The case of coastal communities",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0959378021002302,,,2022
671,"Lapietra, I., Rizzo, A., Colacicco, R., Dellino, P.","Evaluation of Social Vulnerability to Flood Hazard in Basilicata Region (Southern Italy)","… –hazard perspective such as the Human Adjustment to Natural Hazard Model [39], the political ecology/economy point of view (the Causal Structure of Vulnerability conceptual model […",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,Water,,,,,,,,,"Cited By (since 2023): 11",,,,,,,,,,,,,,,,,"Evaluation of Social Vulnerability to Flood Hazard in Basilicata Region (Southern Italy)",,,,JOUR,,https://www.mdpi.com/2073-4441/15/6/1175,,,2023
672,"Mack, J. C.","Policy implications of intentional contamination of the retail food chain","… contamination, yet food safety professionals and emergency managers typically respond to intentional contamination … successfully impede intentional food contamination. The purpose …",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,"Cited By (since 2019): 1","Query date: 2024-09-27 12:14:57",,,,,,,,,,search.proquest.com,,,,,,"Policy implications of intentional contamination of the retail food chain",,,,BOOK,,"https://search.proquest.com/openview/815aea95ff2f4585e6f0c07cb02d9f47/1?pq-origsite=gscholar&cbl=18750&diss=y https://scholarworks.waldenu.edu/cgi/viewcontent.cgi?article=8317&context=dissertations",,,2019
673,"O'Leary, B. F.","Evaluating Volatile Organic Compound Exposure Pathways in Urban Landscapes Detroit, MI","… to community vulnerability to environmental pollutants. … is central to quantifying community vulnerability (Kaufman et al., 2011; … 1: Conceptual model of common transport mechanisms for …",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,,"Query date: 2024-09-27 12:14:57",,,,,,,,,,search.proquest.com,,,,,,"Evaluating Volatile Organic Compound Exposure Pathways in Urban Landscapes Detroit, MI",,,,BOOK,,https://search.proquest.com/openview/a4d33d6a4282bded32441674c6a06e7d/1?pq-origsite=gscholar&cbl=18750&diss=y,,,2023
674,"Oke, O. O.","Systems-Based Approaches for Evaluating Residential-Based Hazards to Inform Environmental Exposure Intervention Design","… environment) and exposures of inhabitants to lead, pests, air pollutants, and other indoor contaminants are associated with a wide range of health conditions, including respiratory …",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,,"Query date: 2024-09-27 12:14:57",,,,,,,,,,search.proquest.com,,,,,,"Systems-Based Approaches for Evaluating Residential-Based Hazards to Inform Environmental Exposure Intervention Design",,,,BOOK,,"https://search.proquest.com/openview/62ff98e556be173fb3b3aa8cafec3822/1?pq-origsite=gscholar&cbl=18750&diss=y https://mountainscholar.org/bitstreams/80c41683-1390-415e-afb8-5428db2c5240/download",,,2022
675,"Omene, L.","Assessing the Socioeconomic Vulnerability to Oil Spill from the Deep-Water Horizon Oil Spill: A Case Study on Coastal Counties in the Gulf of Mexico","… Conceptual model for vulnerability assessment method ............................. 83 22. Study area … , energy markets and food safety from contaminated waters all raise issues and concerns. It is …",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,"Cited By (since 2019): 1","Query date: 2024-09-27 12:14:57",,,,,,,,,,search.proquest.com,,,,,,"Assessing the Socioeconomic Vulnerability to Oil Spill from the Deep-Water Horizon Oil Spill: A Case Study on Coastal Counties in the Gulf of Mexico",,,,BOOK,,https://search.proquest.com/openview/38b81ab2d27f2b9e346bd1532306b340/1?pq-origsite=gscholar&cbl=51922&diss=y,,,2019
